listing.garden;listing.suites;listing.bathtub;listing.pricingInfo.yearlyIptu;listing.pricingInfo.monthlyCondoFee;listing.totalAreas;listing.pricingInfo.rentalPrice;listing.hottub;listing.sportcourt;listing.soundproofing;listing.furnished;listing.unitsOnTheFloor;listing.unitFloor;listing.bedrooms;listing.parkingSpaces;listing.bathrooms;listing.tenniscourt;listing.pool;listing.partyhall;listing.guestpark;listing.barbgrill;listing.playground;listing.usableAreas;listing.backyard;listing.fireplace;listing.gym;listing.floors;listing.mountainview;listing.sauna;listing.imvl_month;listing.imvl_year;listing.address.neighborhood_0.00012272950417280314;listing.address.neighborhood_0.0002454590083456063;listing.address.neighborhood_0.0003681885125184094;listing.address.neighborhood_0.0004909180166912126;listing.address.neighborhood_0.0006136475208640157;listing.address.neighborhood_0.0007363770250368188;listing.address.neighborhood_0.000859106529209622;listing.address.neighborhood_0.0009818360333824251;listing.address.neighborhood_0.0011045655375552283;listing.address.neighborhood_0.0012272950417280314;listing.address.neighborhood_0.0013500245459008345;listing.address.neighborhood_0.0014727540500736377;listing.address.neighborhood_0.0015954835542464408;listing.address.neighborhood_0.001718213058419244;listing.address.neighborhood_0.001840942562592047;listing.address.neighborhood_0.0019636720667648502;listing.address.neighborhood_0.0022091310751104565;listing.address.neighborhood_0.0023318605792832597;listing.address.neighborhood_0.002577319587628866;listing.address.neighborhood_0.002700049091801669;listing.address.neighborhood_0.0029455081001472753;listing.address.neighborhood_0.0030682376043200785;listing.address.neighborhood_0.0031909671084928816;listing.address.neighborhood_0.0033136966126656848;listing.address.neighborhood_0.003559155621011291;listing.address.neighborhood_0.003681885125184094;listing.address.neighborhood_0.0038046146293568973;listing.address.neighborhood_0.004050073637702504;listing.address.neighborhood_0.004172803141875307;listing.address.neighborhood_0.00429553264604811;listing.address.neighborhood_0.004418262150220913;listing.address.neighborhood_0.004540991654393717;listing.address.neighborhood_0.004663721158566519;listing.address.neighborhood_0.005154639175257732;listing.address.neighborhood_0.005277368679430535;listing.address.neighborhood_0.005400098183603338;listing.address.neighborhood_0.005645557191948944;listing.address.neighborhood_0.005768286696121748;listing.address.neighborhood_0.005891016200294551;listing.address.neighborhood_0.006136475208640157;listing.address.neighborhood_0.006381934216985763;listing.address.neighborhood_0.006872852233676976;listing.address.neighborhood_0.007241040746195386;listing.address.neighborhood_0.007609229258713795;listing.address.neighborhood_0.007731958762886598;listing.address.neighborhood_0.008468335787923416;listing.address.neighborhood_0.008836524300441826;listing.address.neighborhood_0.008959253804614629;listing.address.neighborhood_0.009204712812960236;listing.address.neighborhood_0.009572901325478646;listing.address.neighborhood_0.009941089837997054;listing.address.neighborhood_0.011536573392243496;listing.address.neighborhood_0.011782032400589101;listing.address.neighborhood_0.013745704467353952;listing.address.neighborhood_0.01485027000490918;listing.address.neighborhood_0.015586647029946;listing.address.neighborhood_0.01718213058419244;listing.address.neighborhood_0.01914580265095729;listing.address.neighborhood_0.019268532155130094;listing.address.neighborhood_0.02025036818851252;listing.address.neighborhood_0.024791359842906233;listing.address.neighborhood_0.02540500736377025;listing.address.neighborhood_0.027123220422189495;listing.address.neighborhood_0.027859597447226315;listing.address.neighborhood_0.029945999018163968;listing.address.neighborhood_0.03829160530191458;listing.address.neighborhood_0.03853706431026019;listing.address.neighborhood_0.048109965635738834;listing.address.neighborhood_0.05719194894452626;listing.address.neighborhood_0.0586647029945999;listing.address.neighborhood_0.08149239077074129;listing.address.neighborhood_0.10260186548846342;listing.address.zone_Zona Central;listing.address.zone_Zona Norte;listing.address.zone_Zona Oeste;listing.address.zone_Zona Sul;imvl_type_apartamentos;imvl_type_casas;imvl_type_casas-de-condominio;imvl_type_casas-de-vila;imvl_type_cobertura;imvl_type_flat;imvl_type_quitinetes;imvl_type_studio;listing.imvl_season_Inverno;listing.imvl_season_Outono;listing.imvl_season_Primavera;listing.imvl_season_Verão
0;0;0;0.1771117166212534;0.4128289473684211;0.14864864864864866;2.1;0;1;0;0;0.19607843137254902;0.125;1;0.05555555555555555;1;0;1;1;0;0;1;0.10606060606060605;0;0;1;0.06285714285714286;0;1;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0.20435967302452315;0.2689144736842105;0.16554054054054054;2.7;0;0;0;0;0.0784313725490196;0.07500000000000001;1;0.05555555555555555;5;0;0;0;0;0;0;0.12121212121212122;0;0;0;0.06857142857142857;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0.28065395095367845;0.625;0.19932432432432434;2.2;0;0;0;0;0.0;0.05;1;0.05555555555555555;5;0;0;0;0;0;0;0.15151515151515152;0;0;0;0.05714285714285714;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
1;0;0;0.0885558583106267;0.4292763157894736;0.18243243243243246;1.25;0;1;0;0;0.1568627450980392;0.1;1;0.05555555555555555;1;0;1;1;0;0;1;0.13636363636363635;0;0;0;0.05714285714285714;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0.07493188010899182;0.3963815789473684;0.13175675675675677;1.3;0;1;0;0;0.0;0.0;1;0.05555555555555555;1;0;1;1;0;1;1;0.09090909090909091;0;0;1;0.005714285714285714;0;1;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0
0;1;0;0.11171662125340599;0.31414473684210525;0.16891891891891894;1.5;0;0;0;0;0.0;0.07500000000000001;1;0.0;5;0;0;0;0;0;0;0.12424242424242424;0;0;0;0.005714285714285714;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0.07901907356948229;0.30180921052631576;0.13513513513513514;1.3;0;0;0;0;0.0;0.0;1;0.05555555555555555;1;0;0;1;0;0;0;0.09393939393939393;0;0;0;0.005714285714285714;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0.39509536784741145;0.4786184210526316;0.20945945945945948;3.5;0;0;0;0;0.0;0.0;1;0.05555555555555555;1;0;0;0;0;0;0;0.1606060606060606;0;0;0;0.005714285714285714;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0.2098092643051771;0.34786184210526316;0.18243243243243246;3.2;0;0;0;1;0.0;0.0;1;0.0;1;0;0;0;0;0;0;0.13636363636363635;0;0;0;0.005714285714285714;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
0;1;0;0.16893732970027248;0.36759868421052627;0.15202702702702706;2.99;0;0;0;0;0.0;0.0;1;0.0;5;0;0;0;0;0;0;0.1090909090909091;0;0;0;0.005714285714285714;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
0;1;0;0.0;0.4284539473684211;0.16554054054054054;3.8;0;0;0;1;0.19607843137254902;0.025;1;0.0;5;0;0;0;0;0;0;0.12121212121212122;0;0;0;0.06857142857142857;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
0;1;0;0.21662125340599453;0.4786184210526316;0.18243243243243246;3.5;0;0;0;1;0.0;0.0;1;0.0;5;0;0;0;0;0;0;0.13636363636363635;0;0;0;0.005714285714285714;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0.2847411444141689;0.6842105263157894;0.1722972972972973;3.2;0;0;0;1;0.0;0.0;1;0.0;1;0;0;0;0;0;0;0.12727272727272726;0;0;0;0.005714285714285714;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
0;1;0;0.08446866485013624;0.8486842105263157;0.13175675675675677;1.405;0;0;0;0;0.0;0.0;1;0.0;1;0;0;0;0;0;0;0.09090909090909091;0;0;0;0.005714285714285714;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0.18256130790190736;0.640625;0.15202702702702706;2.0;0;0;0;0;0.0784313725490196;0.025;1;0.0;1;0;0;0;0;0;0;0.1090909090909091;0;0;0;0.05714285714285714;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0.19346049046321526;0.44983552631578944;0.16554054054054054;2.5;0;0;0;0;0.19607843137254902;0.0;1;0.0;1;0;0;0;0;0;0;0.12121212121212122;0;0;0;0.03428571428571429;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0.11307901907356947;0.43914473684210525;0.10810810810810811;2.3;0;0;0;0;0.0;0.0;1;0.0;1;0;0;0;0;0;0;0.0696969696969697;0;0;0;0.005714285714285714;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0.0;0.0625;0.16554054054054054;1.2;0;0;0;0;0.0;0.0125;1;0.05555555555555555;1;0;0;0;0;0;0;0.12121212121212122;0;0;0;0.005714285714285714;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0.16076294277929154;0.5164473684210527;0.2195945945945946;1.6;0;0;0;0;0.0;0.08750000000000001;1;0.0;1;0;0;0;0;0;0;0.1696969696969697;0;0;0;0.005714285714285714;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
0;1;0;0.0776566757493188;0.4786184210526316;0.15202702702702706;1.92;0;0;0;1;0.0;0.0;1;0.05555555555555555;1;0;0;0;0;0;0;0.1090909090909091;0;0;0;0.005714285714285714;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0.0;0.2565789473684211;0.13175675675675677;1.2;0;0;0;0;0.19607843137254902;0.1375;1;0.0;1;0;0;0;0;0;0;0.09090909090909091;0;0;0;0.06285714285714286;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0.279291553133515;0.7171052631578947;0.14527027027027029;2.5;0;0;0;0;0.11764705882352941;0.0;1;0.0;1;0;0;0;0;0;0;0.10303030303030303;0;0;0;0.045714285714285714;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0.11852861035422343;0.41694078947368424;0.13175675675675677;2.0;0;0;0;0;0.0;0.0;1;0.0;1;0;0;0;0;0;0;0.09090909090909091;0;0;0;0.005714285714285714;0;0;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
1;1;0;0.0027247956403269754;0.930921052631579;0.21621621621621623;3.0;0;1;0;1;0.0;0.2;1;0.05555555555555555;5;0;1;1;0;1;1;0.16666666666666666;0;0;1;0.005714285714285714;0;1;0.36363636363636365;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0
